sid,BUFF,NOT,AND,PI,PO,LP
1714,0,264,2406,27,54,17
416,0,247,2352,27,54,16
464,0,273,2324,27,54,18
709,0,263,2337,27,54,17
1860,0,255,2404,27,54,15
162,0,278,2345,27,54,19
960,0,259,2442,27,54,16
817,0,239,2317,27,54,15
1347,0,242,2282,27,54,17
1821,0,260,2306,27,54,16
524,0,250,2389,27,54,17
169,0,264,2335,27,54,17
420,0,278,2358,27,54,19
1632,0,265,2244,27,54,17
1419,0,262,2361,27,54,18
1934,0,254,2352,27,54,17
1346,0,272,2387,27,54,17
1974,0,252,2266,27,54,17
1721,0,300,2308,27,54,17
806,0,247,2253,27,54,17
1225,0,246,2289,27,54,17
867,0,265,2362,27,54,16
161,0,267,2385,27,54,16
260,0,269,2341,27,54,19
1412,0,247,2335,27,54,17
313,0,260,2333,27,54,16
154,0,279,2402,27,54,17
392,0,259,2295,27,54,19
1153,0,281,2353,27,54,19
410,0,263,2310,27,54,17
226,0,264,2325,27,54,17
1385,0,279,2321,27,54,17
1761,0,268,2328,27,54,18
411,0,273,2316,27,54,18
1625,0,267,2340,27,54,17
343,0,252,2292,27,54,17
91,0,266,2344,27,54,16
1542,0,265,2377,27,54,17
1254,0,258,2300,27,54,16
707,0,276,2304,27,54,17
1012,0,281,2276,27,54,18
1211,0,264,2300,27,54,17
256,0,272,2287,27,54,17
909,0,268,2369,27,54,18
968,0,247,2322,27,54,16
1284,0,248,2303,27,54,18
1491,0,282,2434,27,54,17
853,0,278,2422,27,54,17
1059,0,243,2284,27,54,17
1257,0,239,2377,27,54,16
1587,0,270,2370,27,54,17
1,0,247,2301,27,54,17
273,0,242,2400,27,54,17
477,0,262,2345,27,54,17
1089,0,249,2383,27,54,16
1764,0,248,2358,27,54,17
1607,0,249,2273,27,54,18
70,0,247,2348,27,54,19
994,0,261,2403,27,54,18
1631,0,241,2247,27,54,16
79,0,259,2401,27,54,18
301,0,297,2352,27,54,18
310,0,267,2611,27,54,19
1426,0,281,2407,27,54,16
1185,0,264,2324,27,54,18
1408,0,263,2331,27,54,18
380,0,253,2296,27,54,17
61,0,271,2327,27,54,20
1751,0,258,2260,27,54,17
1049,0,265,2297,27,54,17
1275,0,261,2307,27,54,18
1334,0,283,2348,27,54,18
1865,0,270,2348,27,54,18
1073,0,252,2294,27,54,18
1482,0,273,2344,27,54,18
1726,0,253,2338,27,54,16
1272,0,250,2298,27,54,17
1300,0,268,2318,27,54,17
600,0,268,2240,27,54,18
1130,0,277,2309,27,54,19
962,0,255,2404,27,54,16
276,0,267,2325,27,54,17
772,0,253,2349,27,54,17
254,0,248,2357,27,54,16
513,0,257,2374,27,54,17
658,0,262,2327,27,54,17
453,0,280,2417,27,54,16
472,0,278,2411,27,54,17
1019,0,258,2380,27,54,19
1658,0,234,2346,27,54,16
1260,0,266,2404,27,54,17
696,0,278,2407,27,54,17
99,0,256,2369,27,54,17
662,0,291,2329,27,54,18
366,0,255,2363,27,54,17
2,0,282,2374,27,54,17
1176,0,253,2355,27,54,18
1415,0,275,2361,27,54,17
988,0,263,2392,27,54,19
263,0,257,2324,27,54,17
112,0,243,2281,27,54,16
219,0,268,2471,27,54,17
314,0,270,2288,27,54,17
770,0,252,2401,27,54,17
1943,0,253,2317,27,54,17
1389,0,279,2371,27,54,18
